ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-11,14.1372,14.0327,14.0327,12.7225,12.8744,8535899,122064515,-1.2628,-8.9322,14.3001,7.76,1491586440,N/A,4068000000,109999000,0,300000000,93.5053,10.8406,11.9128,99.6604,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-12,12.8744,12.9884,13.2352,12.3427,12.7035,5802996,77454858,-0.1709,-1.3274,13.3474,5.2755,1471786620,N/A,4014000000,109999000,0,300000000,92.2641,10.6967,11.7546,98.3375,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-13,12.7035,12.6086,12.8554,12.4946,12.7795,3690627,49229665,0.076,0.5979,13.3391,3.3551,1480586540,N/A,4038000000,109999000,0,300000000,92.8157,10.7606,11.8249,98.9255,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-14,12.7795,12.7795,13.539,12.5801,13.2922,7646353,105424558,0.5127,4.0119,13.7876,6.9513,1539986000,N/A,4200000000,109999000,0,300000000,96.5394,11.1923,12.2993,102.8942,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-17,13.2922,13.1213,13.8618,13.1213,13.7859,10762607,154179847,0.4937,3.7143,14.3255,9.7843,1597185480,N/A,4356000000,109999000,0,300000000,100.1251,11.6081,12.7561,106.716,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-18,13.7859,14.0517,14.4125,13.577,13.8049,14273885,210620103,0.019,0.1377,14.7556,12.9764,1599385460,N/A,4362000000,109999000,0,300000000,100.263,11.624,12.7737,106.863,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-19,13.8049,13.8239,13.9093,13.1972,13.2542,6817815,96235698,-0.5507,-3.989,14.1153,6.1981,1535586040,N/A,4188000000,109999000,0,300000000,96.2636,11.1604,12.2642,102.6003,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-20,13.2542,13.3871,13.558,13.2922,13.4821,3916501,55437553,0.2279,1.7192,14.1549,3.5605,1561985800,N/A,4260000000,109999000,0,300000000,97.9185,11.3522,12.475,104.3642,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-21,13.4821,13.4916,13.5485,12.8175,12.9884,4546907,62510396,-0.4937,-3.662,13.7479,4.1336,1504786320,N/A,4104000000,109999000,0,300000000,94.3328,10.9365,12.0182,100.5424,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-24,12.9884,13.1688,13.2447,12.6276,12.8364,3801610,51433253,-0.1519,-1.1696,13.5293,3.456,1487186480,N/A,4056000000,109999000,0,300000000,93.2295,10.8086,11.8776,99.3664,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-25,12.8364,12.732,13.1593,12.7225,12.9029,2960285,40177963,0.0665,0.5178,13.5723,2.6912,1494886410,N/A,4077000000,109999000,0,300000000,93.7122,10.8646,11.9391,99.8809,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-26,12.9029,13.0073,13.0073,12.7225,12.751,2243986,30441178,-0.1519,-1.1773,13.5657,2.04,1477286570,N/A,4029000000,109999000,0,300000000,92.6089,10.7367,11.7986,98.705,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-27,12.751,12.7985,13.0358,12.6371,12.9124,2315957,31266552,0.1614,1.2658,13.5005,2.1054,1495986400,N/A,4080000000,109999000,0,300000000,93.7811,10.8726,11.9479,99.9544,
601007.SH,ฝ๐ม๊ทนต๊,2007-09-28,12.9124,13.0643,13.2352,12.9124,13.1023,3510776,48297481,0.1899,1.4706,13.7569,3.1916,1517986200,N/A,4140000000,109999000,0,300000000,95.1603,11.0325,12.1236,101.4243,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-08,13.1023,13.1308,13.2922,12.713,12.732,4228867,57144993,-0.3703,-2.8261,13.5131,3.8445,1475086590,N/A,4023000000,109999000,0,300000000,92.4709,10.7207,11.781,98.558,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-09,12.732,12.7035,12.77,12.3712,12.5801,4131339,54502086,-0.1519,-1.1931,13.1924,3.7558,1457486750,N/A,3975000000,109999000,0,300000000,91.3676,10.5928,11.6404,97.382,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-10,12.5801,12.6181,12.7225,12.4377,12.4852,3191654,42324615,-0.0949,-0.7547,13.261,2.9015,1446486850,N/A,3945000000,109999000,0,300000000,90.6781,10.5128,11.5526,96.6471,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-11,12.4852,12.5136,12.6086,12.1528,12.1718,4562638,59180790,-0.3133,-2.5095,12.9707,4.1479,1410187180,N/A,3846000000,109999000,0,300000000,88.4025,10.249,11.2627,94.2217,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-12,12.1718,12.2003,12.3427,11.1844,11.6781,6024850,73883103,-0.4937,-4.0562,12.2631,5.4772,1352987700,N/A,3690000000,109999000,0,300000000,84.8167,9.8333,10.8058,90.3999,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-15,11.6781,11.6781,11.9725,11.2984,11.8205,3277263,40139258,0.1424,1.2195,12.2478,2.9794,1369487550,N/A,3735000000,109999000,0,300000000,85.8511,9.9532,10.9376,91.5024,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-16,11.8205,11.963,12.0389,11.6307,11.906,2358793,29366332,0.0854,0.7229,12.4497,2.1444,1379387460,N/A,3762000000,109999000,0,300000000,86.4717,10.0251,11.0167,92.1638,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-17,11.906,11.925,11.925,11.5642,11.6591,2556279,31431083,-0.2469,-2.0734,12.2956,2.3239,1350787720,N/A,3684000000,109999000,0,300000000,84.6788,9.8173,10.7883,90.253,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-18,11.6591,11.5927,11.849,11.3363,11.5167,2183498,26588976,-0.1424,-1.2215,12.1772,1.985,1334287870,N/A,3639000000,109999000,0,300000000,83.6445,9.6974,10.6565,89.1505,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-19,11.5167,11.5167,11.6781,11.3458,11.4503,2095936,25294278,-0.0665,-0.5771,12.0682,1.9054,1326587940,N/A,3618000000,109999000,0,300000000,83.1618,9.6414,10.595,88.636,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-22,11.4503,11.2984,11.3458,10.8711,10.8901,2288262,26730842,-0.5602,-4.8922,11.6817,2.0803,1261688530,N/A,3441000000,109999000,0,300000000,79.0933,9.1697,10.0767,84.2998,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-23,10.8901,10.8996,11.3173,10.7572,11.1654,2589497,30046307,0.2753,2.5283,11.6031,2.3541,1293588240,N/A,3528000000,109999000,0,300000000,81.0931,9.4016,10.3314,86.4312,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-24,11.1654,11.2129,11.2224,10.8141,10.8236,1751290,20344014,-0.3418,-3.0612,11.6166,1.5921,1253988600,N/A,3420000000,109999000,0,300000000,78.6106,9.1138,10.0152,83.7853,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-25,10.8236,10.7762,10.7762,9.8742,9.8837,3633567,38973797,-0.9399,-8.6842,10.726,3.3033,1145089590,N/A,3123000000,109999000,0,300000000,71.7839,8.3223,9.1454,76.5092,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-26,9.8837,9.7792,10.0356,9.5609,9.7982,2791479,28686439,-0.0854,-0.8646,10.2764,2.5377,1135189680,N/A,3096000000,109999000,0,300000000,71.1633,8.2504,9.0664,75.8478,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-29,9.7982,9.8742,9.8742,9.5799,9.8362,2179635,22267069,0.038,0.3876,10.216,1.9815,1139589640,N/A,3108000000,109999000,0,300000000,71.4391,8.2823,9.1015,76.1417,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-30,9.8362,9.8742,10.0641,9.6843,10.0641,1773334,18508279,0.2279,2.3166,10.437,1.6121,1165989400,N/A,3180000000,109999000,0,300000000,73.0941,8.4742,9.3123,77.9056,
601007.SH,ฝ๐ม๊ทนต๊,2007-10-31,10.0641,10.1305,10.5008,10.121,10.4723,2910210,31664650,0.4083,4.0566,10.8805,2.6457,1213288970,N/A,3309000000,109999000,0,300000000,76.0592,8.818,9.6901,81.066,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-01,10.4723,10.4439,10.4533,9.8932,9.9312,2337158,24864442,-0.5412,-5.1677,10.6388,2.1247,1150589540,N/A,3138000000,109999000,0,300000000,72.1287,8.3623,9.1893,76.8767,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-02,9.9312,9.8552,9.8742,9.5704,9.6368,2133141,21710978,-0.2943,-2.9637,10.1779,1.9392,1116489850,N/A,3045000000,109999000,0,300000000,69.9911,8.1144,8.917,74.5983,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-05,9.6368,9.6843,9.9312,9.4944,9.9027,1578787,16250033,0.2658,2.7586,10.2927,1.4353,1147289570,N/A,3129000000,109999000,0,300000000,71.9218,8.3383,9.163,76.6562,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-06,9.9027,9.8742,10.159,9.8552,10.1021,1654817,17517253,0.1994,2.0134,10.5856,1.5044,1170389360,N/A,3192000000,109999000,0,300000000,73.3699,8.5062,9.3475,78.1996,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-07,10.1021,10.1021,10.159,9.8362,10.1115,1137442,11939622,0.0095,0.094,10.4969,1.034,1171489350,N/A,3195000000,109999000,0,300000000,73.4389,8.5142,9.3563,78.2731,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-08,10.1115,10.0641,10.121,9.6083,9.6653,1225634,12778720,-0.4462,-4.4131,10.4262,1.1142,1119789820,N/A,3054000000,109999000,0,300000000,70.1979,8.1384,8.9434,74.8188,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-09,9.6653,9.6653,9.8742,9.4944,9.7792,1395241,14246546,0.1139,1.1788,10.2108,1.2684,1132989700,N/A,3090000000,109999000,0,300000000,71.0254,8.2344,9.0488,75.7008,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-12,9.7792,9.6273,9.9691,9.5229,9.8457,1611013,16538835,0.0665,0.6796,10.2661,1.4646,1140689630,N/A,3111000000,109999000,0,300000000,71.5081,8.2903,9.1103,76.2152,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-13,9.8457,9.9312,10.121,9.7887,10.0071,1721600,18090273,0.1614,1.6393,10.5078,1.5651,1159389460,N/A,3162000000,109999000,0,300000000,72.6804,8.4262,9.2596,77.4647,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-14,10.0071,10.0451,10.235,9.9691,10.216,2265802,24201151,0.2089,2.0873,10.6811,2.0598,1183589240,N/A,3228000000,109999000,0,300000000,74.1974,8.6021,9.4529,79.0816,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-15,10.216,10.3204,10.6812,10.2635,10.3584,5903933,65409355,0.1424,1.3941,11.0789,5.3673,1200089090,N/A,3273000000,109999000,0,300000000,75.2318,8.722,9.5847,80.184,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-16,10.3584,10.2065,10.4059,10.0641,10.3394,1695592,18263593,-0.019,-0.1833,10.7712,1.5415,1197889110,N/A,3267000000,109999000,0,300000000,75.0938,8.706,9.5671,80.037,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-19,10.3394,10.3489,10.5388,10.1495,10.5008,1898978,20870203,0.1614,1.5611,10.9902,1.7264,1216588940,N/A,3318000000,109999000,0,300000000,76.2661,8.842,9.7165,81.2865,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-20,10.5008,10.4439,10.5863,10.3489,10.4439,2123557,23450006,-0.057,-0.5425,11.0428,1.9305,1209989000,N/A,3300000000,109999000,0,300000000,75.8524,8.794,9.6637,80.8455,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-21,10.4439,10.4913,10.4913,10.159,10.235,2087704,22556982,-0.2089,-2,10.8047,1.8979,1185789220,N/A,3234000000,109999000,0,300000000,74.3353,8.6181,9.4705,79.2286,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-22,10.235,10.1115,10.1115,9.6178,9.6368,2277859,23616894,-0.5981,-5.8442,10.368,2.0708,1116489850,N/A,3045000000,109999000,0,300000000,69.9911,8.1144,8.917,74.5983,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-23,9.6368,9.5134,9.8742,9.4944,9.8552,999010,10203268,0.2184,2.266,10.2134,0.9082,1141789620,N/A,3114000000,109999000,0,300000000,71.5771,8.2983,9.1191,76.2887,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-26,9.8552,9.9501,10.0356,9.7318,9.7413,1328722,13838832,-0.1139,-1.1561,10.4151,1.2079,1128589740,N/A,3078000000,109999000,0,300000000,70.7496,8.2024,9.0136,75.4068,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-27,9.7413,9.6368,9.8552,9.6368,9.7698,797844,8182916,0.0285,0.2924,10.2563,0.7253,1131889710,N/A,3087000000,109999000,0,300000000,70.9564,8.2264,9.04,75.6273,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-28,9.7698,9.7982,9.9407,9.7223,9.7792,564451,5834309,0.0095,0.0972,10.3363,0.5131,1132989700,N/A,3090000000,109999000,0,300000000,71.0254,8.2344,9.0488,75.7008,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-29,9.7792,9.8552,10.0641,9.7792,10.0071,1285167,13471904,0.2279,2.3301,10.4826,1.1683,1159389460,N/A,3162000000,109999000,0,300000000,72.6804,8.4262,9.2596,77.4647,
601007.SH,ฝ๐ม๊ทนต๊,2007-11-30,10.0071,10.0071,10.0166,9.7413,9.7982,754435,7851505,-0.2089,-2.0873,10.4071,0.6859,1135189680,N/A,3096000000,109999000,0,300000000,71.1633,8.2504,9.0664,75.8478,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-03,9.7982,9.7318,9.9217,9.7033,9.9217,717571,7418318,0.1234,1.2597,10.3381,0.6523,1149489550,N/A,3135000000,109999000,0,300000000,72.0598,8.3543,9.1806,76.8032,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-04,9.9217,9.9217,10.159,9.9217,10.0071,1150919,12198876,0.0854,0.8612,10.5992,1.0463,1159389460,N/A,3162000000,109999000,0,300000000,72.6804,8.4262,9.2596,77.4647,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-05,10.0071,10.0166,10.2065,9.9501,10.14,1111670,11862533,0.1329,1.3283,10.6709,1.0106,1174789320,N/A,3204000000,109999000,0,300000000,73.6458,8.5382,9.3826,78.4936,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-06,10.14,10.159,10.2065,10.0451,10.14,1071928,11425960,0,0,10.6593,0.9745,1174789320,N/A,3204000000,109999000,0,300000000,73.6458,8.5382,9.3826,78.4936,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-07,10.14,10.216,10.273,10.0831,10.2635,1732183,18636269,0.1234,1.2172,10.7588,1.5747,1189089190,N/A,3243000000,109999000,0,300000000,74.5422,8.6421,9.4968,79.4491,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-10,10.2635,10.0736,10.5483,10.0261,10.4249,2871799,31380042,0.1614,1.5726,10.927,2.6108,1207789020,N/A,3294000000,109999000,0,300000000,75.7145,8.778,9.6462,80.6985,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-11,10.4249,10.4439,10.4913,10.2919,10.4628,2352970,25746159,0.038,0.3643,10.942,2.1391,1212188980,N/A,3306000000,109999000,0,300000000,75.9903,8.81,9.6813,80.9925,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-12,10.4628,10.4344,10.7382,10.3584,10.6053,2929291,32680448,0.1424,1.3612,11.1564,2.663,1228688830,N/A,3351000000,109999000,0,300000000,77.0246,8.9299,9.8131,82.0949,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-13,10.6053,10.6337,10.8901,10.254,10.3489,4111833,46288226,-0.2563,-2.4172,11.2573,3.7381,1198989100,N/A,3270000000,109999000,0,300000000,75.1628,8.714,9.5759,80.1105,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-14,10.3489,10.2635,10.5293,10.159,10.5103,2000350,21747733,0.1614,1.5596,10.872,1.8185,1217688930,N/A,3321000000,109999000,0,300000000,76.3351,8.8499,9.7252,81.3599,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-17,10.5103,10.5103,10.9091,10.5103,10.7572,3731549,42282687,0.2469,2.3487,11.3311,3.3923,1246288670,N/A,3399000000,109999000,0,300000000,78.1279,9.0578,9.9537,83.2708,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-18,10.7572,10.7572,10.8711,10.4533,10.5198,1790791,20060356,-0.2374,-2.2065,11.202,1.628,1218788920,N/A,3324000000,109999000,0,300000000,76.404,8.8579,9.734,81.4334,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-19,10.5198,10.6148,10.7382,10.5388,10.7192,1806883,20292322,0.1994,1.8953,11.2306,1.6426,1241888710,N/A,3387000000,109999000,0,300000000,77.8521,9.0258,9.9185,82.9769,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-20,10.7192,10.7667,10.9471,10.6432,10.8616,2500642,28590149,0.1424,1.3286,11.4331,2.2733,1258388560,N/A,3432000000,109999000,0,300000000,78.8865,9.1457,10.0503,84.0793,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-21,10.8616,10.8331,10.9566,10.7667,10.9186,2704033,30946017,0.057,0.5245,11.4444,2.4582,1264988500,N/A,3450000000,109999000,0,300000000,79.3002,9.1937,10.103,84.5203,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-24,10.9186,11.0135,11.2604,10.966,11.004,3912547,45772445,0.0854,0.7826,11.6989,3.5569,1274888410,N/A,3477000000,109999000,0,300000000,79.9208,9.2657,10.1821,85.1817,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-25,11.004,11.061,11.1559,10.966,11.0515,2057406,23975975,0.0475,0.4314,11.6535,1.8704,1280388360,N/A,3492000000,109999000,0,300000000,80.2656,9.3056,10.226,85.5492,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-26,11.0515,11.08,11.4408,11.08,11.3933,3244728,38571204,0.3418,3.0928,11.8873,2.9498,1319988000,N/A,3600000000,109999000,0,300000000,82.748,9.5934,10.5423,88.1951,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-27,11.3933,11.4882,11.5832,11.3173,11.3933,3112939,37465277,0,0,12.0353,2.83,1319988000,N/A,3600000000,109999000,0,300000000,82.748,9.5934,10.5423,88.1951,
601007.SH,ฝ๐ม๊ทนต๊,2007-12-28,11.3933,11.4313,11.4693,11.2129,11.2889,2675706,31838350,-0.1044,-0.9167,11.899,2.4325,1307888110,N/A,3567000000,109999000,0,300000000,81.9895,9.5055,10.4456,87.3866,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-02,11.2889,11.2889,11.6781,11.2129,11.6496,3065343,37231959,0.3608,3.196,12.1461,2.7867,1349700000,N/A,3681000000,110000000,0,300000000,62.8766,4.1912,8.9949,9.1332,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-03,11.6496,11.6781,12.6276,11.6686,12.1718,9056522,116351570,0.5222,4.4825,12.8473,8.2332,1410200000,N/A,3846000000,110000000,0,300000000,65.695,4.379,9.3981,9.5426,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-04,12.1718,12.1623,12.4757,12.0104,12.2003,3828667,49197940,0.0285,0.234,12.8499,3.4806,1413500000,N/A,3855000000,110000000,0,300000000,65.8488,4.3893,9.4201,9.565,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-07,12.2003,12.2478,12.675,12.1528,12.5706,3595793,47371213,0.3703,3.035,13.1741,3.2689,1456400000,N/A,3972000000,110000000,0,300000000,67.8473,4.5225,9.706,9.8553,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-08,12.5706,12.5896,12.6371,11.9725,12.0959,4227162,54565787,-0.4747,-3.7764,12.9084,3.8429,1401400000,N/A,3822000000,110000000,0,300000000,65.2851,4.3517,9.3394,9.4831,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-09,12.0959,12.0104,13.3017,11.963,13.3017,11127739,151361703,1.2058,9.9686,13.6022,10.1161,1541100000,N/A,4203000000,110000000,0,300000000,71.7931,4.7855,10.2704,10.4284,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-10,13.3017,13.2922,13.3871,12.9884,13.0453,6186272,85765732,-0.2563,-1.9272,13.8639,5.6239,1511400000,N/A,4122000000,110000000,0,300000000,70.4095,4.6933,10.0725,10.2275,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-11,13.0453,13.1023,13.5295,12.9124,13.1877,3929102,54494650,0.1424,1.0917,13.8695,3.5719,1527900000,N/A,4167000000,110000000,0,300000000,71.1781,4.7445,10.1825,10.3391,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-14,13.1877,13.1023,13.2447,12.8744,13.0453,3391841,46549986,-0.1424,-1.0799,13.7241,3.0835,1511400000,N/A,4122000000,110000000,0,300000000,70.4095,4.6933,10.0725,10.2275,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-15,13.0453,13.0453,13.4821,13.0453,13.2732,3623094,50505695,0.2279,1.7467,13.9399,3.2937,1537800000,N/A,4194000000,110000000,0,300000000,71.6393,4.7753,10.2485,10.4061,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-16,13.2732,13.1213,13.2162,12.8934,12.9029,3385116,46468872,-0.3703,-2.7897,13.7274,3.0774,1494900000,N/A,4077000000,110000000,0,300000000,69.6408,4.6421,9.9626,10.1158,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-17,12.9029,12.8934,13.1688,11.963,12.4757,4727263,62868954,-0.4272,-3.3113,13.2992,4.2975,1445400000,N/A,3942000000,110000000,0,300000000,67.3348,4.4883,9.6327,9.7808,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-18,12.4757,12.4852,12.5991,12.1623,12.5231,2731110,35512483,0.0475,0.3805,13.0029,2.4828,1450900000,N/A,3957000000,110000000,0,300000000,67.5911,4.5054,9.6693,9.8181,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-21,12.5231,12.5326,12.6276,11.3933,11.5832,3068198,39040429,-0.9399,-7.5057,12.7242,2.7893,1342000000,N/A,3660000000,110000000,0,300000000,62.5179,4.1673,8.9436,9.0811,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-22,11.5832,11.3933,11.4408,10.4249,10.4533,4182332,47693158,-1.1298,-9.7541,11.4035,3.8021,1211100000,N/A,3303000000,110000000,0,300000000,56.4198,3.7608,8.0712,8.1954,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-23,10.4533,10.5388,11.1085,10.4249,11.0515,2733077,31090168,0.5981,5.7221,11.3755,2.4846,1280400000,N/A,3492000000,110000000,0,300000000,59.6482,3.976,8.533,8.6643,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-24,11.0515,11.1369,11.3553,10.4439,11.1939,4213519,49049565,0.1424,1.2887,11.641,3.8305,1296900000,N/A,3537000000,110000000,0,300000000,60.4169,4.0272,8.643,8.776,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-25,11.1939,11.1939,11.4408,10.966,11.3458,2524843,30053391,0.1519,1.3571,11.9031,2.2953,1314500000,N/A,3585000000,110000000,0,300000000,61.2368,4.0819,8.7603,8.8951,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-28,11.3458,11.2984,11.2984,10.216,10.273,2733097,30716338,-1.0729,-9.4561,11.2387,2.4846,1190200000,N/A,3246000000,110000000,0,300000000,55.4462,3.6959,7.9319,8.0539,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-29,10.273,10.4439,10.8711,10.3869,10.6432,1503264,16840688,0.3703,3.6044,11.2027,1.3666,1233100000,N/A,3363000000,110000000,0,300000000,57.4447,3.8291,8.2178,8.3442,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-30,10.6432,10.9091,10.966,10.4439,10.7951,1496769,16999407,0.1519,1.4273,11.3574,1.3607,1250700000,N/A,3411000000,110000000,0,300000000,58.2646,3.8837,8.3351,8.4633,
601007.SH,ฝ๐ม๊ทนต๊,2008-01-31,10.7951,10.7951,10.8711,10.5198,10.5483,1056021,11888841,-0.2469,-2.2867,11.2581,0.96,1222100000,N/A,3333000000,110000000,0,300000000,56.9323,3.7949,8.1445,8.2698,
601007.SH,ฝ๐ม๊ทนต๊,2008-02-01,10.5483,10.6527,10.7192,9.8362,10.0546,2453838,26345863,-0.4937,-4.6805,10.7366,2.2308,1164900000,N/A,3177000000,110000000,0,300000000,54.2676,3.6173,7.7633,7.8827,
601007.SH,ฝ๐ม๊ทนต๊,2008-02-04,10.0546,10.3014,10.8996,10.3014,10.8426,1992728,22436414,0.788,7.8376,11.2591,1.8116,1256200000,N/A,3426000000,110000000,0,300000000,58.5208,3.9008,8.3718,8.5005,
601007.SH,ฝ๐ม๊ทนต๊,2008-02-05,10.8426,10.8236,10.9945,10.6337,10.8711,1528914,17564004,0.0285,0.2627,11.4879,1.3899,1259500000,N/A,3435000000,110000000,0,300000000,58.6746,3.9111,8.3938,8.5229,
601007.SH,ฝ๐ม๊ทนต๊,2008-02-13,10.8711,10.8711,11.4408,10.6622,11.3078,3695582,43765584,0.4367,4.0175,11.8427,3.3596,1310100000,N/A,3573000000,110000000,0,300000000,61.0318,4.0682,8.731,8.8653,
601007.SH,ฝ๐ม๊ทนต๊,2008-02-14,11.3078,11.3838,11.6781,11.3648,11.5072,5053045,61452469,0.1994,1.7632,12.1615,4.5937,1333200000,N/A,3636000000,110000000,0,300000000,62.1079,4.1399,8.8849,9.0216,
601007.SH,ฝ๐ม๊ทนต๊,2008-02-15,11.5072,11.3743,11.3838,11.0325,11.2699,2085979,24559839,-0.2374,-2.0627,11.7738,1.8963,1305700000,N/A,3561000000,110000000,0,300000000,60.8268,4.0545,8.7017,8.8355,
601007.SH,ฝ๐ม๊ทนต๊,2008-02-18,11.2699,11.4123,11.5832,11.2984,11.4598,1785874,21576058,0.1899,1.6849,12.0815,1.6235,1327700000,N/A,3621000000,110000000,0,300000000,61.8517,4.1229,8.8483,8.9844,
