іъ¬л,Љт≥∆,»’∆Џ,«∞ ’≈ћЉџ(‘™),њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),≥…љїљрґо(‘™),’«µш(‘™),’«µшЈщ(%),ЊщЉџ(‘™),її ÷¬ (%),Aє…ЅчЌ® –÷µ(‘™),Bє…ЅчЌ® –÷µ(‘™),„№ –÷µ(‘™),Aє…ЅчЌ®є…±Њ(є…),Bє…ЅчЌ®є…±Њ(є…),„№є…±Њ(є…), –”ѓ¬ , –Њї¬ , –ѕъ¬ , –ѕ÷¬ ,
603993.SH,¬е—фов“µ,2013-06-07,2.7585,2.7744,2.7934,2.654,2.673,7253752,61985255,-0.0855,-3.0999,8.5453,3.6269,1688000000,N/A,42842879231,200000000,0,5076170525,40.7909,3.7121,7.502,-32.5663,
603993.SH,¬е—фов“µ,2013-06-13,2.673,2.635,2.635,2.483,2.5875,6817102,54666338,-0.0855,-3.1991,8.019,3.4086,1634000000,N/A,41472313189.25,200000000,0,5076170525,39.486,3.5933,7.262,-31.5245,
603993.SH,¬е—фов“µ,2013-06-14,2.5875,2.5844,2.6857,2.5622,2.6382,6062849,49986295,0.0507,1.9584,8.2447,3.0314,1666000000,N/A,42284500473.25,200000000,0,5076170525,40.2593,3.6637,7.4042,-32.1418,
603993.SH,¬е—фов“µ,2013-06-17,2.6382,2.6604,2.7142,2.6477,2.6857,7162751,60801179,0.0475,1.8007,8.4885,3.5814,1696000000,N/A,43045926052,200000000,0,5076170525,40.9842,3.7297,7.5375,-32.7206,
603993.SH,¬е—фов“µ,2013-06-18,2.6857,2.6857,2.7332,2.6445,2.6889,4634222,39371647,0.0032,0.1179,8.4958,2.3171,1698000000,N/A,43096687757.25,200000000,0,5076170525,41.0326,3.7341,7.5464,-32.7592,
603993.SH,¬е—фов“µ,2013-06-19,2.6889,2.6857,2.6857,2.5812,2.6382,3823504,31715618,-0.0507,-1.8846,8.2949,1.9118,1666000000,N/A,42284500473.25,200000000,0,5076170525,40.2593,3.6637,7.4042,-32.1418,
603993.SH,¬е—фов“µ,2013-06-20,2.6382,2.6129,2.6129,2.5083,2.521,4580941,36976550,-0.1172,-4.4418,8.0718,2.2905,1592000000,N/A,40406317379,200000000,0,5076170525,38.471,3.5009,7.0753,-30.7142,
603993.SH,¬е—фов“µ,2013-06-21,2.521,2.4672,2.5178,2.407,2.483,3787155,29548810,-0.038,-1.5075,7.8024,1.8936,1568000000,N/A,39797176916,200000000,0,5076170525,37.8911,3.4482,6.9686,-30.2511,
603993.SH,¬е—фов“µ,2013-06-24,2.483,2.4862,2.5115,2.236,2.2423,5847443,43170904,-0.2407,-9.6939,7.3829,2.9237,1416000000,N/A,35939287317,200000000,0,5076170525,34.218,3.1139,6.2931,-27.3186,
603993.SH,¬е—фов“µ,2013-06-25,2.2423,2.2198,2.2488,2.02,2.2133,6867639,45837952,-0.029,-1.2931,6.6745,3.4338,1374000000,N/A,34873291506.75,200000000,0,5076170525,33.203,3.0215,6.1065,-26.5083,
603993.SH,¬е—фов“µ,2013-06-26,2.2133,2.2198,2.281,2.1618,2.2552,7718171,53141413,0.0419,1.8923,6.8852,3.8591,1400000000,N/A,35533193675,200000000,0,5076170525,33.8313,3.0787,6.222,-27.0099,
603993.SH,¬е—фов“µ,2013-06-27,2.2552,2.2359,2.2874,2.1263,2.1489,8577142,59366174,-0.1063,-4.7143,6.9214,4.2886,1334000000,N/A,33858057401.75,200000000,0,5076170525,32.2364,2.9336,5.9287,-25.7366,
603993.SH,¬е—фов“µ,2013-06-28,2.1489,2.136,2.2423,2.0748,2.1585,8852817,59059169,0.0097,0.4498,6.6712,4.4264,1340000000,N/A,34010342517.5,200000000,0,5076170525,32.3814,2.9468,5.9553,-25.8524,
603993.SH,¬е—фов“µ,2013-07-01,2.1585,2.1424,2.2004,2.1263,2.2004,6333613,42755188,0.0419,1.9403,6.7505,3.1668,1366000000,N/A,34670244685.75,200000000,0,5076170525,33.0097,3.004,6.0709,-26.354,
603993.SH,¬е—фов“µ,2013-07-02,2.2004,2.2101,2.2262,2.1714,2.2101,5747582,39229210,0.0097,0.4392,6.8253,2.8738,1372000000,N/A,34822529801.5,200000000,0,5076170525,33.1547,3.0171,6.0976,-26.4697,
603993.SH,¬е—фов“µ,2013-07-03,2.2101,2.1908,2.194,2.1231,2.1521,5435237,36285348,-0.058,-2.6239,6.6759,2.7176,1336000000,N/A,33908819107,200000000,0,5076170525,32.2847,2.938,5.9376,-25.7752,
603993.SH,¬е—фов“µ,2013-07-04,2.1521,2.1424,2.368,2.1134,2.3422,20722750,147585307,0.1901,8.8323,7.1219,10.3614,1454000000,N/A,36903759716.75,200000000,0,5076170525,35.1362,3.1975,6.462,-28.0517,
603993.SH,¬е—фов“µ,2013-07-05,2.3422,2.2906,2.3615,2.2745,2.2874,14063905,100858373,-0.0548,-2.3384,7.1714,7.032,1420000000,N/A,36040810727.5,200000000,0,5076170525,34.3146,3.1227,6.3109,-27.3958,
603993.SH,¬е—фов“µ,2013-07-08,2.2874,2.2359,2.2359,2.1199,2.136,7562211,50965598,-0.1514,-6.6197,6.7395,3.7811,1326000000,N/A,33655010580.75,200000000,0,5076170525,32.0431,2.916,5.8931,-25.5823,
603993.SH,¬е—фов“µ,2013-07-09,2.136,2.1328,2.1972,2.1231,2.165,4178599,28075256,0.029,1.3575,6.7188,2.0893,1344000000,N/A,34111865928,200000000,0,5076170525,32.4781,2.9556,5.9731,-25.9295,
603993.SH,¬е—фов“µ,2013-07-10,2.165,2.1714,2.3132,2.1489,2.2971,9340948,65149957,0.1321,6.1012,6.9747,4.6705,1426000000,N/A,36193095843.25,200000000,0,5076170525,34.4596,3.1359,6.3376,-27.5115,
603993.SH,¬е—фов“µ,2013-07-11,2.2971,2.2971,2.4131,2.2777,2.3647,15363765,112427299,0.0677,2.9453,7.3177,7.6819,1468000000,N/A,37259091653.5,200000000,0,5076170525,35.4746,3.2283,6.5242,-28.3218,
603993.SH,¬е—фов“µ,2013-07-12,2.3647,2.3486,2.4872,2.3035,2.3744,17390136,127962453,0.0097,0.4087,7.3583,8.6951,1474000000,N/A,37411376769.25,200000000,0,5076170525,35.6195,3.2415,6.5509,-28.4376,
603993.SH,¬е—фов“µ,2013-07-15,2.3744,2.3454,2.4098,2.3229,2.3776,10774956,79230480,0.0032,0.1357,7.3532,5.3875,1476000000,N/A,37462138474.5,200000000,0,5076170525,35.6679,3.2459,6.5598,-28.4762,
603993.SH,¬е—фов“µ,2013-07-16,2.3776,2.3615,2.397,2.3486,2.3841,7257812,53576072,0.0064,0.271,7.3818,3.6289,1480000000,N/A,37563661885,200000000,0,5076170525,35.7645,3.2547,6.5775,-28.5534,
603993.SH,¬е—фов“µ,2013-07-17,2.3841,2.3808,2.4195,2.3164,2.3196,8380992,61510040,-0.0644,-2.7027,7.3392,4.1905,1440000000,N/A,36548427780,200000000,0,5076170525,34.7979,3.1667,6.3998,-27.7816,
603993.SH,¬е—фов“µ,2013-07-18,2.3196,2.3067,2.3518,2.2713,2.281,6281624,44890564,-0.0387,-1.6667,7.1463,3.1408,1416000000,N/A,35939287317,200000000,0,5076170525,34.218,3.1139,6.2931,-27.3186,
603993.SH,¬е—фов“µ,2013-07-19,2.281,2.2777,2.3132,2.1747,2.1779,7077851,49378434,-0.1031,-4.5198,6.9765,3.5389,1352000000,N/A,34314912749,200000000,0,5076170525,32.6714,2.9732,6.0087,-26.0839,
603993.SH,¬е—фов“µ,2013-07-22,2.1779,2.1714,2.223,2.1489,2.2198,4647208,31705630,0.0419,1.9231,6.8225,2.3236,1378000000,N/A,34974814917.25,200000000,0,5076170525,33.2997,3.0303,6.1242,-26.5855,
603993.SH,¬е—фов“µ,2013-07-23,2.2198,2.252,2.3293,2.2326,2.3132,7327415,52259543,0.0934,4.209,7.1321,3.6637,1436000000,N/A,36446904369.5,200000000,0,5076170525,34.7013,3.1579,6.382,-27.7045,
603993.SH,¬е—фов“µ,2013-07-24,2.3132,2.3132,2.3196,2.2552,2.3132,6753180,48029729,0,0,7.1122,3.3766,1436000000,N/A,36446904369.5,200000000,0,5076170525,34.7013,3.1579,6.382,-27.7045,
603993.SH,¬е—фов“µ,2013-07-25,2.3132,2.3132,2.397,2.2906,2.3486,11391589,82992400,0.0354,1.532,7.2854,5.6958,1458000000,N/A,37005283127.25,200000000,0,5076170525,35.2329,3.2063,6.4798,-28.1289,
603993.SH,¬е—фов“µ,2013-07-26,2.3486,2.3454,2.4163,2.2649,2.3486,12210745,89099426,0,0,7.2968,6.1054,1458000000,N/A,37005283127.25,200000000,0,5076170525,35.2329,3.2063,6.4798,-28.1289,
603993.SH,¬е—фов“µ,2013-07-29,2.3486,2.3486,2.3486,2.3486,2.3486,N/A,N/A,0,0,N/A,N/A,1458000000,N/A,37005283127.25,200000000,0,5076170525,35.2329,3.2063,6.4798,-28.1289,
603993.SH,¬е—фов“µ,2013-07-30,2.3486,2.3486,2.3486,2.3486,2.3486,N/A,N/A,0,0,N/A,N/A,1458000000,N/A,37005283127.25,200000000,0,5076170525,35.2329,3.2063,6.4798,-28.1289,
603993.SH,¬е—фов“µ,2013-07-31,2.3486,2.5097,2.5774,2.3615,2.397,18435951,140806612,0.0483,2.0576,7.6376,9.218,1488000000,N/A,37766708706,200000000,0,5076170525,35.9579,3.2722,6.6131,-28.7077,
603993.SH,¬е—фов“µ,2013-08-01,2.397,2.3518,2.4678,2.3454,2.4227,9970268,74579801,0.0258,1.0753,7.4802,4.9851,1504000000,N/A,38172802348,200000000,0,5076170525,36.3445,3.3074,6.6842,-29.0164,
603993.SH,¬е—фов“µ,2013-08-02,2.4227,2.4131,2.4421,2.3615,2.368,8985338,66686458,-0.0548,-2.2606,7.4217,4.4927,1470000000,N/A,37309853358.75,200000000,0,5076170525,35.5229,3.2327,6.5331,-28.3604,
603993.SH,¬е—фов“µ,2013-08-05,2.368,2.3486,2.3841,2.3422,2.3841,5180644,38054114,0.0161,0.6803,7.3454,2.5903,1480000000,N/A,37563661885,200000000,0,5076170525,35.7645,3.2547,6.5775,-28.5534,
603993.SH,¬е—фов“µ,2013-08-06,2.3841,2.3841,2.4066,2.3454,2.3937,7814575,57622502,0.0097,0.4054,7.3737,3.9073,1486000000,N/A,37715947000.75,200000000,0,5076170525,35.9095,3.2678,6.6042,-28.6691,
603993.SH,¬е—фов“µ,2013-08-07,2.3937,2.3776,2.4131,2.3518,2.3551,6689464,49303530,-0.0387,-1.6151,7.3703,3.3447,1462000000,N/A,37106806537.75,200000000,0,5076170525,35.3296,3.2151,6.4975,-28.2061,
603993.SH,¬е—фов“µ,2013-08-08,2.3551,2.3518,2.3905,2.3518,2.3615,5011526,36897065,0.0064,0.2736,7.3624,2.5058,1466000000,N/A,37208329948.25,200000000,0,5076170525,35.4262,3.2239,6.5153,-28.2833,
603993.SH,¬е—фов“µ,2013-08-09,2.3615,2.3808,2.5065,2.3712,2.4421,18258458,138245552,0.0805,3.4106,7.5716,9.1292,1516000000,N/A,38477372579.5,200000000,0,5076170525,36.6345,3.3338,6.7375,-29.2479,
603993.SH,¬е—фов“µ,2013-08-12,2.4421,2.4421,2.6611,2.4002,2.5806,25586417,201172226,0.1385,5.6728,7.8625,12.7932,1602000000,N/A,40660125905.25,200000000,0,5076170525,38.7127,3.5229,7.1197,-30.9071,
603993.SH,¬е—фов“µ,2013-08-13,2.5806,2.5451,2.5645,2.5097,2.5419,13661352,107401199,-0.0387,-1.4981,7.8617,6.8307,1578000000,N/A,40050985442.25,200000000,0,5076170525,38.1327,3.4702,7.0131,-30.4441,
603993.SH,¬е—фов“µ,2013-08-14,2.5419,2.5484,2.5806,2.4775,2.5,10459230,82180435,-0.0419,-1.6477,7.8572,5.2296,1552000000,N/A,39391083274,200000000,0,5076170525,37.5044,3.413,6.8975,-29.9424,
603993.SH,¬е—фов“µ,2013-08-15,2.5,2.5065,2.5355,2.4485,2.4614,7360253,56892248,-0.0387,-1.5464,7.7297,3.6801,1528000000,N/A,38781942811,200000000,0,5076170525,36.9245,3.3602,6.7909,-29.4794,
603993.SH,¬е—фов“µ,2013-08-16,2.4614,2.4517,2.5999,2.4163,2.4163,9597705,74068251,-0.0451,-1.8325,7.7173,4.7989,1500000000,N/A,38071278937.5,200000000,0,5076170525,36.2478,3.2986,6.6664,-28.9392,
603993.SH,¬е—фов“µ,2013-08-19,2.4163,2.3905,2.4743,2.3841,2.4614,5838167,44138993,0.0451,1.8667,7.5604,2.9191,1528000000,N/A,38781942811,200000000,0,5076170525,36.9245,3.3602,6.7909,-29.4794,
603993.SH,¬е—фов“µ,2013-08-20,2.4614,2.4614,2.471,2.4034,2.4163,5990142,45280494,-0.0451,-1.8325,7.5592,2.9951,1500000000,N/A,38071278937.5,200000000,0,5076170525,36.2478,3.2986,6.6664,-28.9392,
603993.SH,¬е—фов“µ,2013-08-21,2.4163,2.4292,2.4453,2.4002,2.4356,3674835,27655781,0.0193,0.8,7.5257,1.8374,1512000000,N/A,38375849169,200000000,0,5076170525,36.5378,3.325,6.7198,-29.1707,
603993.SH,¬е—фов“µ,2013-08-22,2.4356,2.4356,2.4485,2.3905,2.397,4545725,34145413,-0.0387,-1.5873,7.5115,2.2729,1488000000,N/A,37766708706,200000000,0,5076170525,35.9579,3.2722,6.6131,-28.7077,
603993.SH,¬е—фов“µ,2013-08-23,2.397,2.4163,2.4421,2.3196,2.3615,5567580,41219862,-0.0354,-1.4785,7.4036,2.7838,1466000000,N/A,37208329948.25,200000000,0,5076170525,35.4262,3.2239,6.5153,-28.2833,
603993.SH,¬е—фов“µ,2013-08-26,2.3615,2.4066,2.4388,2.3905,2.4356,5824828,43766864,0.0741,3.1378,7.5138,2.9124,1512000000,N/A,38375849169,200000000,0,5076170525,36.5378,3.325,6.7198,-29.1707,
603993.SH,¬е—фов“µ,2013-08-27,2.4356,2.4549,2.4904,2.4259,2.471,6783267,51854145,0.0354,1.455,7.6444,3.3916,1534000000,N/A,38934227926.75,200000000,0,5076170525,37.0695,3.3734,6.8175,-29.5952,
603993.SH,¬е—фов“µ,2013-08-28,2.471,2.4485,2.558,2.4421,2.529,16010870,125341716,0.058,2.3468,7.8285,8.0054,1570000000,N/A,39847938621.25,200000000,0,5076170525,37.9394,3.4526,6.9775,-30.2897,
603993.SH,¬е—фов“µ,2013-08-29,2.529,2.5129,2.5129,2.4356,2.4968,9279556,71216872,-0.0322,-1.2739,7.6746,4.6398,1550000000,N/A,39340321568.75,200000000,0,5076170525,37.4561,3.4086,6.8886,-29.9039,
